	Autor	GND	Geschlecht	Titel	Jahreszahl	Jahreszahl_Statistik	Gattung	Modul_Zeit	Modul_Sprache	Modul_KJL	LA Aachen 2018	Aachen 2017/18	Augsburg 2020	FU Berlin o.J.	Bochum o.J.	Braunschweig o.J.	Dortmund o.J.	Mannheim o.J.	Eichstätt-Ingolstadt 2007	Frankfurt a.M. o.J.	Gießen o.J.	Göttingen o.J.	Graz 2021	Heidelberg 2017	Hildesheim o.J.	Innsbruck o.J.	Innsbruck 2023	Jena 2018	Karlsruhe o.J.	Koblenz o.J.	Köln o.J.	Lausanne o.J.	Leipzig o.J.	Lüneburg o.J.	Luxemburg o.J.	Magdeburg 2020	München o.J.	Oldenburg 2020	Osnabrück o.J.	Passau o.J.	Potsdam 2022	Saarland 2007	Salzburg o.J.	Stuttgart o.J.	Stuttgart 2022	Trier o.J.	Tübingen o.J.	Wien o.J.	Wuppertal 2015	Würzburg 2003/04	Würzburg 2019	Zürich 2013	Dekade	Jahrhundert
615	Düffel, John von	https://d-nb.info/gnd/115883673	m	Vom Wasser 	1998	1998.0	Prosa				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1265822785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1990.0	1900.0
616	Düffel, John von	https://d-nb.info/gnd/115883673	m	Zeit des Verschwindens	2000	2000.0	Prosa				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1265822785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2000.0	2000.0
617	Duras, Marguerite	https://d-nb.info/gnd/118528254	w	Moderato cantabile	1958	1958.0	Prosa		International		0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1950.0	1900.0
618	Dürrenmatt, Friedrich	https://d-nb.info/gnd/118527908	m	Das Versprechen	1958	1958.0	Prosa				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1950.0	1900.0
619	Dürrenmatt, Friedrich	https://d-nb.info/gnd/118527908	m	Der Besuch der alten Dame	1956	1956.0	Drama				0.0357142857	0.05	0.0	0.0	1.0	0.2777777777777778	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47619047619047616	0.1265822785	1.0	0.0	0.125	1.0	1.0	1.0	1.0	0.0	0.3333333333333333	1.0	0.2	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	1.0	0.0316120957645161	1.0	0.11904761904761904	1.0	0.0	1.0	1.0	1950.0	1900.0
620	Dürrenmatt, Friedrich	https://d-nb.info/gnd/118527908	m	Der Richter und sein Henker	1950/51	1950.0	Prosa				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0316120957645161	0.0	0.0	0.0	0.0	0.0	0.0	1950.0	1900.0
621	Dürrenmatt, Friedrich	https://d-nb.info/gnd/118527908	m	Der Tunnel	1952	1952.0	Prosa				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14285714285714285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1950.0	1900.0
622	Dürrenmatt, Friedrich	https://d-nb.info/gnd/118527908	m	Der Verdacht	1951/2	1951.0	Prosa				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1950.0	1900.0
623	Dürrenmatt, Friedrich	https://d-nb.info/gnd/118527908	m	Die Panne. Eine noch mögliche Geschichte	1956	1956.0	Prosa				0.0769230769	0.0434782609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1950.0	1900.0
624	Dürrenmatt, Friedrich	https://d-nb.info/gnd/118527908	m	Die Physiker	1962	1962.0	Drama				0.0	0.0	1.0	1.0	0.0	0.2777777777777778	1.0	1.0	1.0	0.058823529411764705	0.0	1.0	0.0	0.47619047619047616	0.1265822785	0.0	0.0	0.125	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.2	0.16666666666666666	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0316120957645161	1.0	0.11904761904761904	1.0	0.125	1.0	1.0	1960.0	1900.0
625	Dürrenmatt, Friedrich	https://d-nb.info/gnd/118527908	m	Die Schweiz - ein Gefängnis	1990	1990.0	Poetik / Essayistik				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1990.0	1900.0
626	Dürrenmatt, Friedrich	https://d-nb.info/gnd/118527908	m	Romulus der Grosse	1949	1949.0	Drama				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1940.0	1900.0
627	Dürrenmatt, Friedrich	https://d-nb.info/gnd/118527908	m	Stoffe 1-3 (Labyrinth)	1981	1981.0	Prosa				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1980.0	1900.0
628	Dürrenmatt, Friedrich	https://d-nb.info/gnd/118527908	m	Theaterprobleme	1955	1955.0	Poetik / Essayistik				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1950.0	1900.0
629	Durzak, Manfred (Hg.)	https://d-nb.info/gnd/128923865	m	Erzählte Zeit. 50 deutsche Kurzgeschichten der Gegenwart	1980	1980.0	Prosa				0.0	0.0	0.0	0.0	0.0	0.2777777777777778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1980.0	1900.0
630	Duve, Karen	https://d-nb.info/gnd/115673776	w	Im tiefen Schnee ein stilles Heim	1995	1995.0	Prosa				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1990.0	1900.0
631	Duve, Karen	https://d-nb.info/gnd/115673776	w	Regenroman	1999	1999.0	Prosa				0.0	0.037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1265822785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1990.0	1900.0
632	Ebner-Eschenbach, Marie v.	https://d-nb.info/gnd/118528661	w	Das Gemeindekind	1887	1887.0	Prosa				0.066	0.0769230769	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.2	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0710126788768115	0.0	0.06756756756756757	0.0	0.0	0.0	0.0	1880.0	1800.0
633	Ebner-Eschenbach, Marie v.	https://d-nb.info/gnd/118528661	w	Es laßt die Hand küssen	1886	1886.0	Prosa				0.066	0.0769230769	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1880.0	1800.0
634	Ebner-Eschenbach, Marie v.	https://d-nb.info/gnd/118528661	w	Krambambuli	1883	1883.0	Prosa				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.09090909090909091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.06756756756756757	0.0	0.0	0.0	0.0	1880.0	1800.0
635	Ebner-Eschenbach, Marie v.	https://d-nb.info/gnd/118528661	w	Meine Kinderjahre	1905	1905.0	Prosa				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1900.0	1900.0
636	Eco, Umberto	https://d-nb.info/gnd/11852884X	m	Das offene Kunstwerk	1973	1973.0	Poetik / Essayistik				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1970.0	1900.0
637	Eco, Umberto	https://d-nb.info/gnd/11852884X	m	Die ästhetische Botschaft	1968	1968.0	Poetik / Essayistik		International		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0316120957645161	0.0	0.0	0.0	0.0	0.0	0.0	1960.0	1900.0
638	Eco, Umberto	https://d-nb.info/gnd/11852884X	m	Lector in Fabula	1979	1979.0	Poetik / Essayistik		International		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0316120957645161	0.0	0.0	0.0	0.0	0.0	0.0	1970.0	1900.0
639	Edelfeldt, Inger	https://d-nb.info/gnd/11586296X	w	Jim im Spiegel	1977	1977.0	Prosa		International	KJL	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1970.0	1900.0
640	Egger, Oswald	https://d-nb.info/gnd/128501685	m	Gedichte		2008.0	Lyrik				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10344827586206896	0.0	0.0	0.0	0.0	2000.0	2000.0
641	Eich, Günter	https://d-nb.info/gnd/118529374	m	Abgelegene Gehöfte	1948	1948.0	Lyrik				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0316120957645161	0.0	0.0	0.0	0.0	0.0	0.0	1940.0	1900.0
642	Eich, Günter	https://d-nb.info/gnd/118529374	m	Botschaften des Regens	1955	1955.0	Lyrik				0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14285714285714285	0.0	0.0	1950.0	1900.0
643	Eich, Günter	https://d-nb.info/gnd/118529374	m	Der Schriftsteller vor der Realität	1956	1956.0	Poetik / Essayistik				0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	1.0	0.0	1950.0	1900.0
644	Eich, Günter	https://d-nb.info/gnd/118529374	m	Die Mädchen aus Viterbo	1960	1960.0	Drama				0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0316120957645161	0.0	0.0	0.0	0.0	0.0	0.0	1960.0	1900.0
645	Eich, Günter	https://d-nb.info/gnd/118529374	m	Ein Tibeter in meinem Büro	1970	1970.0	Prosa				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1970.0	1900.0
646	Eich, Günter	https://d-nb.info/gnd/118529374	m	Gedichte		1951.0	Lyrik				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.10344827586206896	0.0	0.0	0.0	1.0	1950.0	1900.0
647	Eich, Günter	https://d-nb.info/gnd/118529374	m	Inventur	1945	1945.0	Lyrik				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1940.0	1900.0
648	Eich, Günter	https://d-nb.info/gnd/118529374	m	Latrine	1946	1946.0	Lyrik				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1940.0	1900.0
649	Eich, Günter	https://d-nb.info/gnd/118529374	m	Man bittet zu läuten	1964	1964.0	Drama				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1960.0	1900.0
650	Eich, Günter	https://d-nb.info/gnd/118529374	m	Maulwürfe	1968	1968.0	Prosa				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1960.0	1900.0
651	Eich, Günter	https://d-nb.info/gnd/118529374	m	Träume	1951	1951.0	Drama				0.0357142857	0.05	0.0	0.0	0.0	0.2777777777777778	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1265822785	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0316120957645161	0.0	0.0	0.0	0.0	0.0	0.0	1950.0	1900.0
652	Eich, Günter	https://d-nb.info/gnd/118529374	m	Wacht auf	1950	1950.0	Lyrik				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1950.0	1900.0
653	Eich, Günter	https://d-nb.info/gnd/118529374	m	Wo ich wohne	1948	1948.0	Lyrik				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1940.0	1900.0
654	Eichendorff, Joseph von	https://d-nb.info/gnd/118529390	m	Abschied	1810	1810.0	Lyrik				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1810.0	1800.0
655	Eichendorff, Joseph von	https://d-nb.info/gnd/118529390	m	Ahnung und Gegenwart	1815	1815.0	Prosa				0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.03225806451612903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0994898445177665	0.0	0.04504504504504504	1.0	0.3333333333333333	0.0	0.0	1810.0	1800.0
656	Eichendorff, Joseph von	https://d-nb.info/gnd/118529390	m	Aus dem Leben eines Taugenichts	1826	1826.0	Prosa				0.0	0.0454545455	0.0	1.0	1.0	0.23809523809523808	0.5	1.0	0.0	0.0	1.0	0.0	1.0	0.5882352941176471	0.1265822785	0.0	0.1	0.125	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.2	0.2	1.0	0.4166666666666667	1.0	0.0	1.0	1.0	1.0	1.0	0.0994898445177665	1.0	0.04504504504504504	1.0	0.16666666666666666	1.0	1.0	1820.0	1800.0
657	Eichendorff, Joseph von	https://d-nb.info/gnd/118529390	m	Das Marmorbild	1819	1819.0	Prosa				0.167	0.0454545455	1.0	0.0	0.0	0.0	0.5	0.0	1.0	0.0	0.0	0.0	0.0	0.5882352941176471	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.3333333333333333	0.0	0.0	0.2	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0994898445177665	1.0	0.04504504504504504	1.0	0.0	0.0	1.0	1810.0	1800.0
658	Eichendorff, Joseph von	https://d-nb.info/gnd/118529390	m	Das Schloß Dürande	1837	1837.0	Prosa				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1830.0	1800.0
659	Eichendorff, Joseph von	https://d-nb.info/gnd/118529390	m	Der Abend	1823	1823.0	Lyrik				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1820.0	1800.0
660	Eichendorff, Joseph von	https://d-nb.info/gnd/118529390	m	Der Einsiedler	1837	1837.0	Lyrik				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1830.0	1800.0
661	Eichendorff, Joseph von	https://d-nb.info/gnd/118529390	m	Der frohe Wandesmann	1823	1823.0	Lyrik				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1820.0	1800.0
662	Eichendorff, Joseph von	https://d-nb.info/gnd/118529390	m	Die Zauberin im Walde	1831-1836	1831.0	Lyrik				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1830.0	1800.0
663	Eichendorff, Joseph von	https://d-nb.info/gnd/118529390	m	Die zwei Gesellen	1818	1818.0	Lyrik				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1810.0	1800.0
664	Eichendorff, Joseph von	https://d-nb.info/gnd/118529390	m	Gedichte		1823.0	Lyrik				0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.06666666666666667	1.0	0.0	1.0	0.75	0.1265822785	0.0	0.07142857142857142	0.25	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0994898445177665	1.0	0.125	0.0	0.0	0.0	1.0	1820.0	1800.0
665	Eichendorff, Joseph von	https://d-nb.info/gnd/118529390	m	Geschichte der neuern romantischen Poesie	1846	1846.0	Poetik / Essayistik				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1840.0	1800.0
666	Eichendorff, Joseph von	https://d-nb.info/gnd/118529390	m	In der Fremde	1837	1837.0	Lyrik				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1830.0	1800.0
667	Eichendorff, Joseph von	https://d-nb.info/gnd/118529390	m	Lied (Das zerbrochene Ringlein)	1813	1813.0	Lyrik				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1810.0	1800.0
668	Eichendorff, Joseph von	https://d-nb.info/gnd/118529390	m	Mondnacht	1837	1837.0	Lyrik				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1830.0	1800.0
669	Eichendorff, Joseph von	https://d-nb.info/gnd/118529390	m	Sehnsucht	1834	1834.0	Lyrik				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1830.0	1800.0
